Exercise_Name,Description_URL,Exercise_Image,Exercise_Image1,muscle_gp_details,muscle_gp,equipment_details,Equipment,Rating,Description
Double-arm triceps kick-back,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand.
Bend your knees slightly and hinge forward at the hips until your torso is parallel to the ground.
Keep your upper arms close to your sides and extend both forearms behind you until your arms are straight.
Hold for a moment, then slowly lower the weights back to the starting position.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-75d-double-arm-triceps-kick-back-m2-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-75d-double-arm-triceps-kick-back-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.8,Average
Dumbbell reverse lunge,"Stand with your feet hip-width apart, holding a dumbbell in each hand at your sides.
Take a large step backward with your right foot and lower your body until both knees are bent at 90-degree angles.
Keep your chest up and your core engaged to maintain balance.
Push through your left heel to return to the starting position.
Repeat on the other side, alternating legs for each repetition.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-83d-dumbbell-reverse-lunge-m1-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,Average
Seated Calf Raise,"Sit on a calf raise machine or bench with your feet flat on the platform and your knees bent at a 90-degree angle.
Place a weight on your thighs or hold a dumbbell in each hand for added resistance.
Press through the balls of your feet to raise your heels as high as possible.
Hold the contraction at the top for a moment, then lower your heels back down below the level of the platform.
Repeat for the desired number of repetitions.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-13m-machine-seated-calf-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-13m-machine-seated-calf-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/calves,Calves,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.7,Average
Standing dumbbell shrug,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand at your sides with your palms facing inward.
Keeping your arms straight, shrug your shoulders up towards your ears as high as possible.
Hold the contraction at the top for a moment, then lower your shoulders back down to the starting position.
Avoid rolling your shoulders forward or backward during the movement.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-115d-standing-dumbbell-shrug-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-115d-standing-dumbbell-shrug-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/traps,Traps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,Average
Calf Press On The Leg Press Machine,"Sit on a leg press machine and place your feet shoulder-width apart on the footplate.
Position your toes and the balls of your feet on the footplate with your heels hanging off the edge.
Unlock the safety and push the weight sled upwards by extending your knees and hips until your legs are almost fully extended.
Press through the balls of your feet to raise your heels as high as possible, contracting your calf muscles.
Hold the contraction at the top for a moment, then lower your heels back down to the starting position.",,,https://www.bodybuilding.com/exercises/muscle/calves,Calves,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.7,Average
Barbell step-up,"Stand facing a bench or platform with a barbell across your upper back and shoulders.
Place one foot onto the bench, ensuring your entire foot is supported.
Push through the heel of your elevated foot to lift your body onto the bench, straightening your leg.
Step down with the opposite foot, returning to the starting position.
Repeat for the desired number of repetitions, then switch legs.",,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.7,Average
Feet-elevated bench dip,"Position two benches parallel to each other and place your hands on one bench behind you, fingers facing forward.
Extend your legs and place your heels on the other bench in front of you.
Lower your body by bending your elbows until your upper arms are parallel to the ground.
Press through your palms to straighten your arms and return to the starting position, keeping your elbows close to your body throughout the movement.",,,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.7,Average
Bent Over Barbell Row,"Stand with your feet shoulder-width apart, holding a barbell with an overhand grip, hands slightly wider than shoulder-width.
Hinge forward at the hips while keeping your back straight, allowing the barbell to hang in front of you at arm's length.
Pull the barbell towards your lower chest by retracting your shoulder blades and bending your elbows, keeping them close to your body.
Pause at the top of the movement, then slowly lower the barbell back down to the starting position.",,,https://www.bodybuilding.com/exercises/muscle/middle-back,Middle Back,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.7,Average
Crunches,"Lie on your back with your knees bent and feet flat on the floor, hip-width apart.
Place your hands behind your head or crossed over your chest.
Engage your core muscles and lift your shoulder blades off the floor, curling your upper body towards your knees.
Exhale as you crunch up, then inhale as you lower back down with control.
Avoid pulling on your neck or using momentum to lift your upper body.",,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.7,Average
Dumbbell Alternate Bicep Curl,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand at arm's length by your sides, palms facing forward.
Keep your elbows close to your sides and your upper arms stationary as you curl one dumbbell towards your shoulder, rotating your palm to face your shoulder at the top of the movement.
Lower the dumbbell back down with control, then repeat the movement with the opposite arm.
Continue alternating arms for the desired number of repetitions.",,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,Average
Bent-over dumbbell rear delt row,"Hold a dumbbell in each hand and bend forward at the hips, keeping your back straight.
Keep your elbows slightly bent and lift the dumbbells out to the sides until they are in line with your shoulders.
Squeeze your shoulder blades together at the top of the movement.
Slowly lower the dumbbells back to the starting position and repeat.",,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,Average
External Rotation with Cable,"Attach a handle to a cable machine at shoulder height.
Stand sideways to the machine and grasp the handle with the hand furthest from the machine.
Keep your elbow bent at a 90-degree angle and your upper arm parallel to the floor.
Rotate your forearm away from your body against the resistance of the cable.
Return to the starting position in a controlled manner and repeat.",,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/finder,Cables,8.7,Average
Handstand push-up,"Start in a handstand position against a wall or using a stable surface for support.
Lower yourself towards the ground by bending your elbows while keeping your body straight.
Press back up to the starting position by straightening your arms.
Repeat for the desired number of repetitions, ensuring control throughout the movement.",,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.7,Average
Single-arm dumbbell preacher curl,"Sit on a preacher bench with one arm resting on the pad and holding a dumbbell.
Keep your upper arm stationary and curl the dumbbell towards your shoulder, contracting your biceps.
Lower the dumbbell back to the starting position in a controlled manner.
Repeat for the desired number of repetitions before switching arms.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-53s-single-arm-dumbbell-preacher-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-53s-single-arm-dumbbell-preacher-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,Average
Step-up with knee raise,"Stand facing a sturdy platform or bench.
Step onto the platform with one foot, driving through your heel to lift your body up.
As you step up, bring your opposite knee up towards your chest.
Step back down with control and repeat on the opposite side.
Alternate legs for each repetition.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-70e-step-up-with-knee-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-70e-step-up-with-knee-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/glutes,Glutes,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.7,Average
Smith machine back squat,"Position yourself under the Smith machine barbell, resting it across your upper back and shoulders.
Stand with your feet shoulder-width apart and your toes slightly turned out.
Lower your body by bending at the knees and hips, keeping your back straight and chest up.
Lower until your thighs are parallel to the ground, then press through your heels to return to the starting position.
Repeat for the desired number of repetitions.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-18t-smith-machine-back-squat-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-18t-smith-machine-back-squat-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.7,Average
Incline dumbbell front raise,"Sit on an incline bench set to a low angle, holding a dumbbell in each hand with your palms facing towards your body.
Allow your arms to hang straight down towards the floor.
Keeping a slight bend in your elbows, lift the dumbbells in front of you until they are at shoulder height.
Slowly lower the dumbbells back to the starting position and repeat.",,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,Average
Alternate Incline Dumbbell Curl,"Sit on an incline bench set to a low angle, holding a dumbbell in each hand with your palms facing towards your body.
Allow your arms to hang straight down towards the floor.
Keeping your elbows close to your sides, curl one dumbbell up towards your shoulder while keeping the other arm stationary.
Lower the dumbbell back to the starting position and repeat with the opposite arm.
Continue alternating arms for the desired number of repetitions.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-26n-alternating-incline-dumbbell-biceps-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-26n-alternating-incline-dumbbell-biceps-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,Average
Standing dumbbell upright row,"Stand with a dumbbell in each hand, palms facing towards your body, and your feet shoulder-width apart.
Keep your back straight and core engaged.
Lift the dumbbells straight up towards your chin, leading with your elbows.
Keep the dumbbells close to your body as you lift.
Lower the dumbbells back down in a controlled manner and repeat.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-125d-standing-dumbbell-upright-row-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-125d-standing-dumbbell-upright-row-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/traps,Traps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,Average
Single-arm cable front raise,"Attach a handle to a low cable machine.
Stand sideways to the machine and grasp the handle with one hand.
Keep a slight bend in your elbow and lift the handle directly in front of you until your arm is parallel to the ground.
Lower the handle back down in a controlled manner and repeat.
Switch sides and perform the same movement with the opposite arm.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-42c-single-arm-cable-front-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-42c-single-arm-cable-front-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.7,Average
Two-Arm Kettlebell Military Press,"a. Stand with your feet shoulder-width apart, holding a kettlebell in each hand at shoulder height.
b. Press the kettlebells overhead until your arms are fully extended.
c. Lower the kettlebells back down to shoulder height and repeat for the desired number of reps.",https://www.bodybuilding.com/exercises/exerciseImages/sequences/530/Male/m/530_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/530/Male/m/530_2.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,8.7,Average
Incline cable chest press,"a. Set up an incline bench at a 45-degree angle and attach handles to a cable machine at chest height.
b. Sit on the bench facing away from the cable machine, grab the handles, and bring them to chest level.
c. Press the handles forward until your arms are fully extended, then slowly return to the starting position.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-11c-incline-cable-chest-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-11c-incline-cable-chest-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.7,Average
Rope climb,"a. Stand underneath a hanging rope with your feet shoulder-width apart.
b. Grab the rope with both hands, using a hand-over-hand motion to climb upwards.
c. Once you reach the top, touch or ring the bell if there is one, then carefully descend using controlled movements.",,,https://www.bodybuilding.com/exercises/muscle/lats,Lats,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.7,Average
Single-arm dumbbell preacher curl,"a. Sit on a preacher curl bench and hold a dumbbell in one hand with your palm facing up, resting your arm on the bench pad.
b. Keeping your upper arm stationary, curl the dumbbell upwards towards your shoulder.
c. Lower the dumbbell back down to the starting position and repeat for the desired number of reps before switching arms.",,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,Average
Step-up with knee raise,"a. Stand in front of a step or bench with your feet hip-width apart.
b. Step onto the platform with one foot, driving through your heel to lift your body up.
c. As you step up, bring your opposite knee towards your chest.
d. Step back down and repeat on the other side, alternating legs for each repetition.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-70e-step-up-with-knee-raise-m2-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/glutes,Glutes,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.7,Average
Incline dumbbell front raise,"a. Set an incline bench to a low angle (around 30-45 degrees) and sit on it with a dumbbell in each hand, palms facing down.
b. Keeping a slight bend in your elbows, raise the dumbbells in front of you until they reach shoulder height.
c. Slowly lower the dumbbells back down to the starting position and repeat for the desired number of reps.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-11n-incline-dumbbell-front-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-11n-incline-dumbbell-front-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,Average
Rope climb,"a. Stand underneath a hanging rope with your feet shoulder-width apart.
b. Grab the rope with both hands, using a hand-over-hand motion to climb upwards.
c. Once you reach the top, touch or ring the bell if there is one, then carefully descend using controlled movements.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-155s-rope-climb-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-155s-rope-climb-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/lats,Lats,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.7,Average
Trail Running/Walking,"a. Choose a trail that matches your fitness level and goals, whether it's flat, hilly, or rugged terrain.
b. Start at a comfortable pace and maintain a steady rhythm as you navigate the trail.
c. Pay attention to your surroundings, staying mindful of obstacles and changes in terrain.
d. Enjoy the scenery and the experience of being outdoors while getting a great cardiovascular workout.",,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.7,Average
Standing Bradford press,"a. Stand with your feet shoulder-width apart, holding a barbell at shoulder height with an overhand grip.
b. Press the barbell overhead until your arms are fully extended, then lower it behind your head in a controlled motion.
c. Press the barbell back up to the starting position and repeat for the desired number of reps.",,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.7,Average
Neutral-grip dumbbell bench press,"a. Lie on a flat bench with a dumbbell in each hand, palms facing inwards towards your body.
b. Press the dumbbells upwards until your arms are fully extended, keeping your elbows close to your body.
c. Lower the dumbbells back down to chest level and repeat for the desired number of reps.",,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,Average
Cable Chest Press,"Stand in front of a cable machine with the handles at chest height.
Grasp the handles with an overhand grip and step forward slightly.
Extend your arms in front of you, keeping a slight bend in your elbows.
Slowly bring the handles back towards your chest, squeezing your pecs.
Repeat for the desired number of repetitions.",https://www.bodybuilding.com/exercises/exerciseImages/sequences/870/Male/m/870_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/870/Male/m/870_2.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.7,Average
Standing concentration curl,"Stand with your feet shoulder-width apart, holding a dumbbell in one hand.
Rest your elbow on the inside of your thigh, with your palm facing up.
Curl the dumbbell towards your shoulder while keeping your upper arm stationary.
Squeeze your biceps at the top of the movement, then slowly lower the weight back down.
Repeat for the desired number of repetitions, then switch sides.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-23d-standing-concentration-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-23d-standing-concentration-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,Average
Wide-Grip Rear Pull-Up,"Grab a pull-up bar with a wide overhand grip, hands slightly wider than shoulder-width apart.
Hang from the bar with your arms fully extended and your feet off the ground.
Pull yourself up towards the bar by squeezing your shoulder blades together.
Lower yourself back down with control until your arms are fully extended.
Repeat for the desired number of repetitions.",https://www.bodybuilding.com/exercises/exerciseImages/sequences/191/Male/m/191_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/191/Male/m/191_2.jpg,https://www.bodybuilding.com/exercises/muscle/lats,Lats,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.7,Average
Kettlebell pass-through lunge,"Hold a kettlebell with both hands in front of your chest.
Step forward with one foot into a lunge position, keeping your back straight.
Pass the kettlebell under your front thigh to your other hand as you lower into the lunge.
Push off your front foot to return to the starting position.
Repeat on the other side, passing the kettlebell back through to the original hand.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-57k-kettlebell-pass-through-lunge-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-57k-kettlebell-pass-through-lunge-m4-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,Hamstrings,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,8.7,Average
Hands-elevated push-up,"Assume a push-up position with your hands on elevated platforms like push-up handles or boxes.
Keep your body straight from head to heels.
Lower your chest towards the ground by bending your elbows, then push back up to the starting position.
Repeat for the desired number of repetitions.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-18e-hands-elevated-push-up-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-18e-hands-elevated-push-up-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.7,Average
Deadlift with Bands,"Set up a barbell on the ground with resistance bands looped around it and anchored to the ground or a sturdy object.
Stand with your feet hip-width apart and grip the barbell with an overhand grip.
Engage your core, keep your back straight, and lift the barbell by extending your hips and knees.
As you lift, the resistance bands will add extra tension, especially at the top of the movement.
Lower the barbell back down with control and repeat.",https://www.bodybuilding.com/exercises/exerciseImages/sequences/677/Male/m/677_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/677/Male/m/677_2.jpg,https://www.bodybuilding.com/exercises/muscle/lower-back,Lower Back,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.7,Average
Straight-arm rope pull-down,"Attach a rope handle to a high cable pulley.
Stand facing the cable machine with your feet shoulder-width apart.
Grasp the rope handles with both hands and extend your arms straight out in front of you.
Pull the rope downward by flexing your lats and bringing your hands towards your thighs.
Keep your arms straight throughout the movement.
Return to the starting position with control and repeat for the desired number of repetitions.",https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-105c-straight-arm-rope-pull-down-m1-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-105c-straight-arm-rope-pull-down-m2-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/lats,Lats,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.7,Average
Barbell Shoulder Press,"Sit on a bench with back support or stand with feet shoulder-width apart, holding a barbell at shoulder height.
Press the barbell overhead by extending your arms fully, then lower it back down to shoulder height.
Keep your core engaged and avoid arching your back.
Repeat for the desired number of repetitions.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-48e-seated-barbell-shoulder-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-48e-seated-barbell-shoulder-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.7,Average
Power clean,"Start with the barbell on the ground, feet shoulder-width apart.
Bend at the knees and hips, keeping your back straight, to grab the barbell with an overhand grip.
Explosively lift the barbell by extending your hips, knees, and ankles, pulling the barbell towards your shoulders.
As the barbell reaches chest height, drop into a partial squat and catch the barbell at shoulder level.
Stand up to finish the movement.
Lower the barbell back down to the ground with control and repeat.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-25b-power-clean-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-25b-power-clean-m4-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,Hamstrings,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.7,Average
Hang Snatch,"Start with the barbell hanging at arm's length in front of your thighs, using an overhand grip.
Bend your knees and hips slightly, keeping your back straight.
Explosively extend your hips, knees, and ankles, pulling the barbell upwards.
As the barbell reaches chest height, drop into a partial squat and catch the barbell overhead with locked arms.
Stand up to finish the movement.
Lower the barbell back down to the starting position with control and repeat.",https://www.bodybuilding.com/exercises/exerciseImages/sequences/690/Male/m/690_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/690/Male/m/690_2.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,Hamstrings,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.7,Average
Kettlebell sumo deadlift high pull,"Stand with your feet wider than shoulder-width apart and toes pointed slightly outward.
Place a kettlebell on the ground between your feet.
Squat down to grab the kettlebell with both hands, palms facing towards you.
Keep your back straight, chest up, and core engaged as you lift the kettlebell off the ground.
As you stand up, simultaneously pull the kettlebell towards your chest by bending your elbows and driving your elbows up and out to the sides.
Lower the kettlebell back down to the starting position with control and repeat.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-49k-kettlebell-sumo-deadlift-high-pull-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-49k-kettlebell-sumo-deadlift-high-pull-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/traps,Traps,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,8.7,Average
Calf-Machine Shoulder Shrug,"Stand on the calf machine platform with the balls of your feet on the edge and your heels hanging off.
Adjust the shoulder pads so they are resting comfortably on your shoulders.
Lift the weight by shrugging your shoulders upwards towards your ears.
Squeeze your shoulder blades together at the top of the movement.
Lower the weight back down with control and repeat.",https://www.bodybuilding.com/exercises/exerciseImages/sequences/184/Male/m/184_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/184/Male/m/184_2.jpg,https://www.bodybuilding.com/exercises/muscle/traps,Traps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.7,Average
Bench Press - Powerlifting,"Lie flat on a bench with your feet planted firmly on the ground.
Grip the barbell slightly wider than shoulder-width apart with your hands.
Lift the barbell off the rack and lower it to your chest, keeping your elbows tucked in close to your body.
Press the barbell back up until your arms are fully extended, but do not lock out your elbows.
Lower the barbell back down to your chest and repeat for the desired number of repetitions.",https://www.bodybuilding.com/exercises/exerciseImages/sequences/663/Male/m/663_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/663/Male/m/663_2.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.7,Average
Rocking Standing Calf Raise,"Stand with your feet shoulder-width apart near a wall or sturdy object for support.
Lift your heels off the ground as high as possible, rising onto the balls of your feet.
Lower your heels back down below the level of the platform, feeling a stretch in your calf muscles.
Rise back up onto your toes, lifting your heels as high as possible.
Repeat the motion in a controlled rocking motion.",,,https://www.bodybuilding.com/exercises/muscle/calves,Calves,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.7,Average
Goblet Squat,"Hold a kettlebell or dumbbell vertically at chest height with both hands, close to your body.
Stand with your feet slightly wider than shoulder-width apart and toes pointed slightly outward.
Lower your body into a squat position by bending at the knees and hips, keeping your chest up and core engaged.
Lower yourself until your thighs are parallel to the ground or as low as you can comfortably go.
Drive through your heels to return to the starting position and repeat.",,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,8.7,Average
Behind-the-head skullcrusher,"Lie on a bench with a barbell held above your chest, arms fully extended and palms facing towards your feet.
Keeping your upper arms stationary, slowly lower the barbell towards the back of your head by bending your elbows.
Pause when your elbows are at a 90-degree angle or slightly lower.
Extend your elbows to lift the barbell back to the starting position, keeping your upper arms stationary throughout the movement.
Repeat for the desired number of repetitions.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-56e-behind-the-head-skullcrusher-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-56e-behind-the-head-skullcrusher-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.7,Average
Seated palms-up wrist curl,"Sit on a bench with your forearms resting on your thighs, palms facing up and wrists hanging off the edge.
Hold a dumbbell in each hand with your palms facing up.
Curl the weights upwards by flexing your wrists while keeping your forearms stationary.
Pause at the top of the movement, then slowly lower the weights back down.
Repeat for the desired number of repetitions.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-65e-seated-palms-up-wrist-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-65e-seated-palms-up-wrist-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/forearms,Forearms,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.7,Average
Reverse Cable Curl,"Attach a straight bar or rope handle to a low cable pulley.
Stand facing away from the cable machine with your feet shoulder-width apart.
Grip the handle with an overhand grip (palms facing down), arms fully extended, and elbows close to your sides.
Curl the handle towards your shoulders by flexing your elbows, keeping your upper arms stationary.
Pause at the top of the movement, then slowly lower the handle back down under control.
Repeat for the desired number of repetitions.",https://www.bodybuilding.com/exercises/exerciseImages/sequences/141/Male/m/141_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/141/Male/m/141_2.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.7,Average
Dumbbell side bend,"Stand with your feet shoulder-width apart and hold a dumbbell in one hand.
Keep your back straight and core engaged.
Slowly bend sideways at the waist towards the side holding the dumbbell.
Keep your hips stationary and feel the stretch on the opposite side of your torso.
Return to the starting position and repeat on the other side.
Alternate sides for the desired number of repetitions.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-102d-dumbbell-side-bend-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-102d-dumbbell-side-bend-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.6,Average
